#Title: Milky Way Kinematics: Measurements at the Subcentral Point of the 
#       Fourth Quadrant  
#Authors: McClure-Griffiths N.M., Dickey J.M. 
#Table: Measured H I terminalvelocities as a function of Galactic longitude
#       from the SGPS.
#================================================================================
#Byte-by-byte Description of file: datafile1.txt
#--------------------------------------------------------------------------------
#   Bytes Format Units Label  Explanations
#--------------------------------------------------------------------------------
#   1-  7 F7.3   deg   GLON   Galactic longitude 
#   9- 15 F7.2   km/s  VLSR   Measured H I terminal LSR velocity 
#  17- 23 F7.2   km/s  VMod   Modeled H I terminal LSR velocity (1)  
#--------------------------------------------------------------------------------
#Note (1): Predicted by the rotation curve defined in Equation 6.
#--------------------------------------------------------------------------------
328.828 -111.69 -102.45 
328.762 -112.27 -102.27 
328.695 -112.47 -102.09 
328.628 -111.83 -101.91 
328.562 -110.77 -101.74 
328.495 -110.80 -101.56 
328.428 -110.06 -101.38 
328.362 -109.42 -101.20 
328.295 -110.62 -101.03 
328.228 -110.37 -100.85 
328.162 -109.83 -100.67 
328.095 -109.56 -100.49 
328.028 -109.21 -100.32 
327.962 -108.51 -100.14 
327.895 -107.93  -99.96 
327.828 -107.31  -99.79 
327.762 -106.55  -99.61 
327.695 -107.37  -99.43 
327.628 -106.30  -99.26 
327.562 -105.22  -99.08 
327.495 -103.48  -98.91 
327.428 -102.15  -98.73 
327.362 -102.37  -98.56 
327.295 -102.76  -98.38 
327.228 -102.25  -98.21 
327.162 -102.61  -98.03 
327.095  -99.25  -97.86 
327.028  -98.86  -97.68 
326.962  -98.54  -97.51 
326.895  -98.93  -97.33 
326.828  -96.34  -97.16 
326.762  -98.67  -96.98 
326.695 -100.16  -96.81 
326.628  -98.96  -96.63 
326.562  -98.97  -96.46 
326.495  -98.14  -96.29 
326.428  -98.82  -96.11 
326.362  -98.73  -95.94 
326.295  -98.34  -95.77 
326.228  -97.86  -95.59 
326.162  -97.87  -95.42 
326.095  -97.53  -95.25 
326.028  -97.77  -95.07 
325.962  -97.35  -94.90 
325.895  -97.20  -94.73 
325.828  -96.58  -94.56 
325.762  -96.62  -94.38 
325.695  -95.15  -94.21 
325.628  -92.60  -94.04 
325.562  -92.62  -93.87 
325.495  -95.86  -93.70 
325.428  -94.68  -93.52 
325.362  -92.74  -93.35 
325.295  -93.09  -93.18 
325.228  -89.23  -93.01 
325.162  -89.47  -92.84 
325.095  -90.62  -92.67 
325.028  -91.24  -92.50 
324.962  -92.94  -92.33 
324.895  -95.33  -92.16 
324.828  -96.67  -91.99 
324.762  -95.97  -91.82 
324.695  -94.45  -91.64 
324.628  -93.51  -91.47 
324.562  -92.75  -91.31 
324.495  -93.24  -91.13 
324.428  -92.58  -90.97 
324.362  -92.04  -90.80 
324.295  -91.13  -90.63 
324.228  -91.54  -90.46 
324.162  -91.02  -90.29 
324.095  -89.22  -90.12 
324.028  -88.32  -89.95 
323.962  -87.10  -89.78 
323.895  -86.60  -89.61 
323.828  -87.92  -89.45 
323.762  -88.07  -89.28 
323.695  -88.93  -89.11 
323.628  -89.41  -88.94 
323.562  -87.15  -88.77 
323.495  -88.65  -88.61 
323.428  -91.71  -88.44 
323.362  -92.02  -88.27 
323.295  -90.36  -88.10 
323.228  -93.02  -87.94 
323.162  -90.66  -87.77 
323.095  -89.18  -87.60 
323.028  -88.33  -87.44 
322.962  -87.67  -87.27 
322.895  -86.29  -87.11 
322.828  -86.02  -86.94 
322.762  -89.12  -86.77 
322.695  -90.20  -86.61 
322.628  -89.97  -86.44 
322.562  -89.75  -86.28 
322.495  -88.86  -86.11 
322.428  -88.44  -85.95 
322.362  -87.72  -85.78 
322.295  -87.18  -85.62 
322.228  -86.68  -85.45 
322.162  -87.00  -85.29 
322.095  -86.52  -85.12 
322.028  -86.25  -84.96 
321.962  -85.54  -84.79 
321.895  -84.42  -84.63 
321.828  -83.76  -84.47 
321.762  -83.63  -84.30 
321.695  -84.00  -84.14 
321.628  -83.82  -83.97 
321.562  -83.37  -83.81 
321.495  -83.56  -83.65 
321.428  -83.27  -83.49 
321.362  -82.58  -83.32 
321.295  -82.43  -83.16 
321.228  -81.79  -83.00 
321.162  -81.81  -82.84 
321.095  -82.14  -82.67 
321.028  -81.86  -82.51 
320.962  -81.75  -82.35 
320.895  -80.87  -82.19 
320.828  -80.04  -82.02 
320.762  -80.56  -81.86 
320.695  -80.95  -81.70 
320.628  -81.07  -81.54 
320.562  -79.94  -81.38 
320.495  -79.77  -81.22 
320.428  -79.67  -81.06 
320.362  -79.94  -80.90 
320.295  -78.67  -80.74 
320.228  -70.54  -80.58 
320.162  -58.15  -80.42 
320.095  -74.47  -80.26 
320.028  -75.82  -80.10 
319.962  -75.12  -79.94 
319.895  -75.95  -79.78 
319.828  -75.43  -79.62 
319.762  -75.91  -79.46 
319.695  -76.73  -79.30 
319.628  -77.10  -79.14 
319.562  -76.15  -78.98 
319.495  -75.50  -78.82 
319.428  -74.62  -78.67 
319.362  -74.04  -78.51 
319.295  -75.29  -78.35 
319.228  -73.71  -78.19 
319.162  -74.23  -78.04 
319.095  -73.66  -77.88 
319.028  -72.73  -77.72 
318.962  -71.81  -77.56 
318.895  -71.76  -77.41 
318.828  -71.23  -77.25 
318.762  -70.51  -77.09 
318.695  -70.36  -76.94 
318.628  -70.62  -76.78 
318.562  -70.67  -76.62 
318.495  -69.76  -76.47 
318.428  -69.23  -76.31 
318.362  -68.41  -76.16 
318.295  -67.40  -76.00 
318.228  -67.04  -75.84 
318.162  -66.66  -75.69 
318.095  -66.50  -75.53 
318.028  -66.17  -75.38 
317.962  -66.75  -75.22 
317.895  -66.16  -75.07 
317.828  -66.22  -74.91 
317.762  -66.08  -74.76 
317.695  -65.48  -74.61 
317.628  -65.48  -74.45 
317.562  -65.53  -74.30 
317.495  -65.97  -74.14 
317.428  -66.34  -73.99 
317.362  -65.17  -73.84 
317.295  -65.50  -73.68 
317.228  -65.10  -73.53 
317.162  -64.61  -73.38 
317.095  -65.43  -73.23 
317.028  -65.82  -73.07 
316.962  -64.93  -72.92 
316.895  -64.64  -72.77 
316.828  -65.19  -72.62 
316.762  -65.23  -72.46 
316.695  -66.09  -72.31 
316.628  -65.86  -72.16 
316.562  -65.73  -72.01 
316.495  -66.30  -71.86 
316.428  -65.61  -71.71 
316.362  -66.05  -71.56 
316.295  -65.96  -71.41 
316.228  -66.12  -71.26 
316.162  -66.78  -71.11 
316.095  -66.91  -70.95 
316.028  -66.68  -70.80 
315.962  -66.70  -70.66 
315.895  -66.12  -70.50 
315.828  -66.34  -70.36 
315.762  -66.47  -70.21 
315.695  -66.53  -70.06 
315.628  -66.17  -69.91 
315.562  -66.05  -69.76 
315.495  -65.97  -69.61 
315.428  -65.94  -69.46 
315.362  -65.90  -69.31 
315.295  -65.55  -69.16 
315.228  -66.40  -69.02 
315.162  -66.83  -68.87 
315.095  -67.18  -68.72 
315.028  -66.69  -68.57 
314.962  -66.31  -68.43 
314.895  -66.36  -68.28 
314.828  -66.11  -68.13 
314.762  -65.44  -67.99 
314.695  -64.76  -67.84 
314.628  -65.67  -67.69 
314.562  -65.68  -67.55 
314.495  -65.14  -67.40 
314.428  -65.08  -67.25 
314.362  -65.60  -67.11 
314.295  -65.07  -66.96 
314.228  -65.99  -66.82 
314.162  -67.13  -66.67 
314.095  -66.77  -66.53 
314.028  -65.52  -66.38 
313.962  -65.43  -66.24 
313.895  -64.91  -66.09 
313.828  -64.79  -65.95 
313.762  -64.48  -65.80 
313.695  -65.30  -65.66 
313.628  -64.78  -65.52 
313.562  -64.42  -65.37 
313.495  -64.28  -65.23 
313.428  -63.91  -65.09 
313.362  -63.91  -64.94 
313.295  -63.87  -64.80 
313.228  -64.39  -64.66 
313.162  -64.56  -64.52 
313.095  -63.85  -64.37 
313.028  -64.54  -64.23 
312.962  -64.44  -64.09 
312.895  -64.14  -63.95 
312.828  -64.47  -63.80 
312.762  -65.25  -63.66 
312.695  -64.97  -63.52 
312.628  -64.60  -63.38 
312.562  -64.66  -63.24 
312.495  -63.98  -63.10 
312.428  -63.71  -62.96 
312.362  -63.61  -62.82 
312.295  -63.73  -62.68 
312.228  -64.78  -62.54 
312.162  -62.24  -62.40 
312.095  -57.52  -62.26 
312.028  -58.41  -62.12 
311.962  -61.74  -61.98 
311.895  -55.17  -61.84 
311.828  -46.97  -61.70 
311.762  -52.06  -61.56 
311.695  -63.01  -61.42 
311.628  -63.52  -61.28 
311.562  -58.37  -61.15 
311.495  -65.47  -61.01 
311.428  -65.40  -60.87 
311.362  -65.10  -60.73 
311.295  -66.24  -60.59 
311.228  -67.34  -60.46 
311.162  -67.30  -60.32 
311.095  -66.92  -60.18 
311.028  -65.50  -60.04 
310.962  -66.19  -59.91 
310.895  -66.38  -59.77 
310.828  -65.75  -59.64 
310.762  -64.73  -59.50 
310.695  -64.36  -59.36 
310.628  -63.81  -59.23 
310.562  -64.88  -59.09 
310.495  -65.59  -58.96 
310.428  -65.66  -58.82 
310.362  -65.48  -58.69 
310.295  -65.14  -58.55 
310.228  -64.89  -58.42 
310.162  -64.88  -58.28 
310.095  -64.97  -58.15 
310.028  -64.86  -58.01 
309.962  -65.11  -57.88 
309.895  -65.24  -57.75 
309.828  -65.52  -57.61 
309.762  -65.92  -57.48 
309.695  -64.82  -57.35 
309.628  -64.61  -57.21 
309.562  -64.54  -57.08 
309.495  -64.28  -56.95 
309.428  -63.87  -56.82 
309.362  -63.89  -56.68 
309.295  -63.30  -56.55 
309.228  -63.15  -56.42 
309.162  -63.47  -56.29 
309.095  -63.34  -56.16 
309.028  -63.83  -56.02 
308.962  -63.00  -55.89 
308.895  -62.21  -55.76 
308.828  -62.85  -55.63 
308.762  -62.35  -55.50 
308.695  -62.78  -55.37 
308.628  -63.13  -55.24 
308.562  -63.17  -55.11 
308.495  -63.91  -54.98 
308.428  -64.33  -54.85 
308.362  -64.05  -54.72 
308.295  -64.34  -54.59 
308.228  -62.95  -54.46 
308.162  -63.49  -54.34 
308.095  -63.50  -54.21 
308.028  -63.80  -54.08 
307.962  -64.43  -53.95 
307.895  -64.71  -53.82 
307.828  -61.60  -53.69 
307.762  -57.19  -53.57 
307.695  -55.80  -53.44 
307.628  -53.48  -53.31 
307.562  -53.51  -53.18 
307.495  -54.86  -53.06 
307.428  -55.36  -52.93 
307.362  -56.45  -52.80 
307.295  -57.45  -52.68 
307.228  -56.03  -52.55 
307.162  -56.40  -52.43 
307.095  -56.44  -52.30 
307.028  -54.90  -52.17 
306.962  -56.66  -52.05 
306.895  -57.03  -51.92 
306.828  -58.58  -51.80 
306.762  -55.91  -51.67 
306.695  -55.53  -51.55 
306.628  -56.71  -51.42 
306.562  -53.06  -51.30 
306.495  -48.06  -51.18 
306.428  -48.46  -51.05 
306.362  -48.38  -50.93 
306.295  -47.93  -50.81 
306.228  -46.19  -50.68 
306.162  -46.91  -50.56 
306.095  -48.53  -50.44 
306.028  -48.35  -50.31 
305.962  -47.42  -50.19 
305.895  -39.94  -50.07 
305.828  -35.27  -49.95 
305.762  -48.05  -49.83 
305.695  -48.73  -49.70 
305.628  -46.56  -49.58 
305.562  -49.35  -49.46 
305.495  -47.36  -49.34 
305.428  -48.84  -49.22 
305.362  -41.06  -49.10 
305.295  -47.47  -48.98 
305.228  -50.21  -48.86 
305.162  -50.37  -48.74 
305.095  -46.48  -48.62 
305.028  -49.19  -48.50 
304.962  -47.42  -48.38 
304.895  -44.93  -48.26 
304.828  -48.50  -48.14 
304.762  -49.13  -48.02 
304.695  -50.31  -47.90 
304.628  -50.12  -47.78 
304.562  -49.42  -47.67 
